"source","title","author","genre","price_usd","rating","ratings_count","year","language","scraped_at","snapshot_id"
"Open Library","The Kitchen Diaries","Nigel Slater","cookbook",NA,NA,NA,2006,"eng",2025-11-01 09:00:00,1
"Open Library","Of Mice and Men","John Steinbeck","psychology",NA,3.91,290,1937,"tmh",2025-11-01 09:00:00,1
"Open Library","The Last Man","Mary Shelley","science_fiction",NA,3.46,8,1826,"ger",2025-11-01 09:00:00,1
"iTunes Store","Project Finance","Paul D Clifford","business finance",55.02,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Warriors: Winds of Change (Full-Color Adventure)","Erin Hunter","adventure",14.69,4.42,103,NA,NA,2025-11-01 09:00:00,1
"Open Library","Ivanhoe","Sir Walter Scott","historical_fiction",NA,3.49,15,1800,"ger",2025-11-01 09:00:00,1
"Open Library","Little House on the Prairie","Laura Ingalls Wilder","children",NA,4.59,15,1935,"fre",2025-11-01 09:00:00,1
"iTunes Store","Seinfeld and Philosophy","William Irwin","philosophy",20.67,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The Travels of Marco Polo","Marco Polo","biography",NA,2.98,2,1818,"roa",2025-11-01 09:00:00,1
"iTunes Store","The Cuckolding Wizard's Adventure Vol. 1","MAZIKARI & MASAHIRO ITOSUGI","adventure",9.93,5,10,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Around Tokyo For Japan Travel","Diamond-Big Co. , Ltd.","travel",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Think and Grow Rich","Napoleon Hill","self_help",NA,4.01,570,1937,"por",2025-11-01 09:00:00,1
"iTunes Store","The Psychology of Tournament Golf","David L. Cook","psychology",10.36,4.51,16,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Horror Shots","Maison Crow","horror fiction",0,4.63,5,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Horowitz Horror","Anthony Horowitz","horror fiction",10.03,4.48,28,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Bacon's Dozen: Thirteen Historical Fiction Short Stories","Anna Castle","historical fiction",4.89,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The porn trap","Wendy Maltz","self_help",NA,3.09,3,2008,"eng",2025-11-01 09:00:00,1
"Open Library","My Ántonia","Willa Cather","biography",NA,3.89,21,1818,"rus",2025-11-01 09:00:00,1
"Open Library","Etiquette in society, in business, in politics and at home","Emily Post","business",NA,4.5,2,1922,"eng",2025-11-01 09:00:00,1
"iTunes Store","Let's Help You Self-Help!","Anthony Jacob Braaten","self help",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Thomas H. Cook's True Crime","Thomas H. Cook","true crime",13.5,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Google Books","Catalogue of Books on the Fine Arts","Newcastle upon Tyne (England). Public libraries","Art",NA,NA,NA,1900,"en",2025-11-01 09:00:00,1
"Open Library","The Iron Heel","Jack London","science_fiction",NA,3.53,20,1907,"chi",2025-11-01 09:00:00,1
"Google Books","Summertime","Liz Rigbey","Fiction",NA,NA,NA,2004,"en",2025-11-01 09:00:00,1
"iTunes Store","The Craft of Writing Science Fiction that Sells","Ben Bova","science fiction",8.88,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Hatch! Baby Dragon!: AabiLynn’s Dragon Rite: Fantasy, Science Fiction, & Horror Flash Fiction #18","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Behind You (A Hailey Rock FBI Suspense Thriller—Book 1)","Rylie Dark","mystery thriller",0,4.41,1039,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Secret of the Mine: A Minecraft Adventure Book","Josh Sadoff","adventure",0.98,3.91,1977,NA,NA,2025-11-01 09:00:00,1
"Open Library","Lean In","Sheryl Sandberg","business",NA,3.77,18,1799,"pol",2025-11-01 09:00:00,1
"Open Library","Le petit prince","Antoine de Saint-Exupéry","philosophy",NA,4.38,221,1943,"yid",2025-11-01 09:00:00,1
"iTunes Store","Studies in the Psychology of Sex, Volume 6","Havelock Ellis","psychology",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Shamara — A Science Fiction Romance (Book 3, Shielder Series)","Catherine Spangler","science fiction",2.86,4.94,5,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Fast Track: World History","The Princeton Review","world history",9.85,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Curtain","Agatha Christie","mystery",NA,4.19,16,1975,"por",2025-11-01 09:00:00,1
"iTunes Store","Radiant Angel","Nelson DeMille","historical fiction",10.43,4.07,1397,NA,NA,2025-11-01 09:00:00,1
"Open Library","Преступление и наказание","Фёдор Михайлович Достоевский","psychology",NA,4.25,149,1866,"yid",2025-11-01 09:00:00,1
"Open Library","The Success Principles","Jack Canfield","self_help",NA,4.87,3,2004,"spa",2025-11-01 09:00:00,1
"Open Library","NIGELLA EXPRESS","Nigella Lawson","cookbook",NA,2.99,1,2007,"eng",2025-11-01 09:00:00,1
"Open Library","Le avventure di Pinocchio","Carlo Collodi","fantasy",NA,3.92,22,1883,"por",2025-11-01 09:00:00,1
"iTunes Store","Pocket Beijing Travel Guide","Lonely Planet","travel",10.27,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Who Will Cry When You Die?","Robin S. Sharma","self_help",NA,3.53,19,1999,"rus",2025-11-01 09:00:00,1
"iTunes Store","Galaphile","Terry Brooks","fantasy",3.1,4.56,87,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Legend of the Three Trees","Catherine McCafferty","childrens fiction",6.7,4.91,12,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Toward a Psychology of Awakening","John Welwood","psychology",20.63,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The master key system in twenty-four parts with questionnaire and glossary","Charles F. Haanel","self_help",NA,3.95,6,1919,"eng",2025-11-01 09:00:00,1
"Google Books","A Concise History of Greece","Richard Clogg","History",NA,3.03,4,2002,"en",2025-11-01 09:00:00,1
"Open Library","As a man thinketh","James Allen","philosophy",NA,4.67,36,1902,"eng",2025-11-01 09:00:00,1
"Open Library","The Murders in the Rue Morgue","Edgar Allan Poe","art",NA,4.12,20,1841,"epo",2025-11-01 09:00:00,1
"Google Books","The St. Zita Society","Ruth Rendell","Fiction",NA,NA,NA,2012,"en",2025-11-01 09:00:00,1
"iTunes Store","Peter Pan","J.M. Barrie","childrens fiction",1.99,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Treasure Island","Robert Louis Stevenson","thriller",NA,3.66,97,1880,"yid",2025-11-01 09:00:00,1
"Open Library","A Feast for Crows","George R. R. Martin","travel",NA,4.14,153,2005,"fre",2025-11-01 09:00:00,1
"iTunes Store","World War Two Historical Fiction Collection: 5 Historical Fiction Mystery Short Stories","Connor Whiteley","historical fiction",5.22,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Persuasion","Jane Austen","psychology",NA,4,49,1789,"chi",2025-11-01 09:00:00,1
"iTunes Store","Making Artisan Pasta","Aliza Green","art design",17.76,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Arsène Lupin, gentleman-cambrioleur","Maurice Leblanc","mystery",NA,3.69,4,1907,"ger",2025-11-01 09:00:00,1
"Open Library","Sparkling Cyanide","Agatha Christie","mystery",NA,3.9,12,1945,"heb",2025-11-01 09:00:00,1
"Google Books","The Darkest Night","Jodie Larsen","Fiction",NA,NA,NA,2004,"en",2025-11-01 09:00:00,1
"Open Library","The Restaurant at the End of the Universe","Douglas Adams","travel",NA,4.3,39,1980,"tur",2025-11-01 09:00:00,1
"Google Books","Civakacintamani","Tiruttakkatevar","Religion",NA,NA,NA,2019,"en",2025-11-01 09:00:00,1
"iTunes Store","The Happy Face Killer An Anthology of True Crime","Ruth Kanton","true crime",5.84,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Poppy War Collector's Edition","R. F. Kuang","fantasy",1.95,4,7,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","True Crime & Murder Mysteries Collection","Allan Pinkerton","true crime",1,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Paris Match","Kate Clayborn","romance novel",10.48,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Fabulously French Cooking","Cathleen Clarity & Kathrin Koschitzki","cooking",16.58,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Stock Investing for Dummies","Paul Mladjenovic","business",NA,2.99,1,2002,"eng",2025-11-01 09:00:00,1
"iTunes Store","Aaron's Adventure","Eric Turner","adventure",0,3.93,20,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Haunted & Hunted True Crime: The Vanishing of Valerie McDonald, Jennifer Beard, Amber-Lee Cruickshank & The Strange Case of the Man Who Sold The World","Ian Wishart","true crime",0,3.55,31,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Harlem Shuffle","Colson Whitehead","historical fiction",1.93,4,785,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Tale of the Poisonous Yuck Bugs","Aaron Reynolds","childrens fiction",4.98,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","De la démocratie en Amérique","Alexis de Tocqueville","history",NA,4.63,2,1835,"heb",2025-11-01 09:00:00,1
"iTunes Store","The Adventure Zone: The Crystal Kingdom","Clint McElroy, Griffin McElroy, Travis McElroy & Justin McElroy","adventure",13.45,4.53,28,NA,NA,2025-11-01 09:00:00,1
"Open Library","The BFG","Roald Dahl","children",NA,4.12,138,1980,"kor",2025-11-01 09:00:00,1
"Open Library","Much Ado About Nothing","William Shakespeare","science_fiction",NA,4.17,11,1600,"tlh",2025-11-01 09:00:00,1
"iTunes Store","Spooky Short Horror Stories","Lisa Draper","horror fiction",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Japan Travel Guide","Wolfgang Sladkowski & Wanirat Chanapote","travel",0,2.93,9,NA,NA,2025-11-01 09:00:00,1
"Google Books","Twelve Recipes","Cal Peternell","Cooking",NA,NA,NA,2014,"en",2025-11-01 09:00:00,1
"iTunes Store","Moment of Truth","Kasie West","sports outdoors",13.32,4.45,104,NA,NA,2025-11-01 09:00:00,1
"Open Library","The Long Game","Rachel Reid","sports",NA,3.91,1,2022,"eng",2025-11-01 09:00:00,1
"iTunes Store","Romantic Poetry: 150 Poems for Love and Romance","Emily Browning","poetry",1.01,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The Beautiful and Damned","F. Scott Fitzgerald","psychology",NA,4.05,10,1920,"chi",2025-11-01 09:00:00,1
"Google Books","The Development of the English Novel","Wilbur Lucius Cross","English fiction",NA,NA,NA,1899,"en",2025-11-01 09:00:00,1
"iTunes Store","His True North - An Amnesia Romance Novel","A. M. Kusi","romance novel",4.94,4.45,34,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Art of Logical Thinking","William Walker Atkinson","philosophy",0,3.44,332,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Oblivion Threshold: A Military Science Fiction Space Opera Epic (The Oblivion Saga Book 1)","J.R. Mabry & B.J. West","science fiction",0,4.11,145,NA,NA,2025-11-01 09:00:00,1
"Open Library","Robin Hood","Howard Pyle","children",NA,4.13,16,1883,"ger",2025-11-01 09:00:00,1
"Open Library","Thinking, fast and slow","Daniel Kahneman","business",NA,4.06,215,2011,"chi",2025-11-01 09:00:00,1
"iTunes Store","The Johnstown Horror!!!","James Herbert Walker","horror fiction",0,4.44,6,NA,NA,2025-11-01 09:00:00,1
"Open Library","Fifty Shades of Grey","E. L. James","romance",NA,3.85,314,2000,"por",2025-11-01 09:00:00,1
"Open Library","A Vindication of Rights of Woman","Mary Wollstonecraft","history",NA,3.68,10,1792,"eng",2025-11-01 09:00:00,1
"Open Library","Fables","Jean de La Fontaine","poetry",NA,4.29,9,1678,"mlg",2025-11-01 09:00:00,1
"Open Library","The water-babies: a fairy tale for a land-baby","Charles Kingsley","art",NA,4.28,9,1863,"eng",2025-11-01 09:00:00,1
"iTunes Store","Letters of the Alphabet - Celtic Art Designs","Donald Iain Scott","art design",5.04,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The Night Before Christmas","Clement Clarke Moore","poetry",NA,3.71,33,1857,"eng",2025-11-01 09:00:00,1
"Open Library","Män som hatar kvinnor","Stieg Larsson","thriller",NA,4.2,97,2005,"fre",2025-11-01 09:00:00,1
"Open Library","Inquiry into Life","Sylvia S. Mader","self_help",NA,2.48,2,1976,"eng",2025-11-01 09:00:00,1
"Open Library","Eva Luna","Isabel Allende","romance",NA,4.22,9,1987,"ita",2025-11-01 09:00:00,1
"Open Library","Jamaica Inn","Daphne du Maurier","fiction",NA,4.08,4,1936,"eng",2025-11-01 09:00:00,1
"iTunes Store","Pirate School - Read it yourself with Ladybird (Enhanced Edition)","Ladybird","childrens fiction",9.29,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Thru the Bible Vol. 16: Poetry (Job)","J. Vernon McGee","poetry",1.04,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","The food of the gods and how it came to earth","H. G. Wells","fiction",NA,3.9,16,1900,"eng",2025-11-01 09:00:00,1
"Google Books","After Virtue","Alasdair MacIntyre","Philosophy",NA,NA,NA,2013,"en",2025-11-01 09:00:00,1
"iTunes Store","Practical Stoicism: Your Action Guide On How To Implement The Stoic Philosophy Into Your Own Life","David Dillinger","philosophy",0,4.47,591,NA,NA,2025-11-01 09:00:00,1
"Open Library","Cranford","Elizabeth Cleghorn Gaskell","romance",NA,4.04,12,1853,"spa",2025-11-01 09:00:00,1
"Google Books","Horror","Darryl Jones","Fiction",NA,NA,NA,2021,"en",2025-11-01 09:00:00,1
"iTunes Store","The Strength In Our Scars","Bianca Sparacino","poetry",11.04,4.47,794,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Alt Hist Issue 2: The Magazine of Historical Fiction and Alternate History","Mark Lord","historical fiction",4.06,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","True Crime: Chilling Investigations Of Some Of Our Histories Most Unfamiliar True Crime Stories","Travis S. Kennedy","true crime",0,3.95,113,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Sackett","Louis L'Amour","historical fiction",9.35,4.42,538,NA,NA,2025-11-01 09:00:00,1
"Open Library","The Woman in White","Wilkie Collins","art",NA,4.03,20,1859,"chi",2025-11-01 09:00:00,1
"iTunes Store","Rush and Philosophy","Jim Berti & Durrell Bowman","philosophy",20.65,3.91,11,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Saving Grace: A Christian Romance Novel","Kelsey MacBride","romance novel",3.85,4.62,194,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","All the Broken Places","John Boyne","historical fiction",14.59,4.54,1554,NA,NA,2025-11-01 09:00:00,1
"Open Library","The Travels of Marco Polo","Marco Polo","travel",NA,2.98,2,1818,"roa",2025-11-01 09:00:00,1
"iTunes Store","Capital and Finance","Peter Lewin & Nicolas Cachanosky","business finance",59.29,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Poems by John Keats","John Keats","travel",NA,4.09,5,1800,"eng",2025-11-01 09:00:00,1
"Open Library","Eva Luna","Isabel Allende","fiction",NA,4.11,9,1987,"ita",2025-11-01 09:00:00,1
"Google Books","Enter the Detective","Mark Waid","Juvenile Nonfiction",NA,NA,NA,2002,"en",2025-11-01 09:00:00,1
"iTunes Store","Easy Chinese Home Cooking Recipes","Denise Lau","cooking",0,4.09,26,NA,NA,2025-11-01 09:00:00,1
"Open Library","Little House in the Big Woods","Laura Ingalls Wilder","children",NA,4.07,53,1932,"chi",2025-11-01 09:00:00,1
"iTunes Store","Baking Artisan Bread","Ciril Hitz","art design",12.44,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Doing Business in Saudi Arabia","Michael O'Kane","business finance",15.74,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","My Dirty Janitor Book 1: Chinned: An Oral Sex Adventure","Toni Mozzie","adventure",0,3.6,7,NA,NA,2025-11-01 09:00:00,1
"Open Library","The King in Yellow","Robert W. Chambers","fantasy",NA,3.86,16,1895,"eng",2025-11-01 09:00:00,1
"Open Library","Herland","Charlotte Perkins Gilman","fantasy",NA,3.85,9,1915,"eng",2025-11-01 09:00:00,1
"iTunes Store","Football For A Buck","Jeff Pearlman","sports outdoors",14.05,4.55,20,NA,NA,2025-11-01 09:00:00,1
"Open Library","Hard Times","Charles Dickens","psychology",NA,3.98,22,1854,"por",2025-11-01 09:00:00,1
"Open Library","Kokuritsu Kokkai Toshokan shozō Meijiki kankō tosho maikuro-ban shūsei","Kokuritsu Kokkai Toshokan (Japan)","sports",NA,4.94,2,1991,"chi",2025-11-01 09:00:00,1
"Open Library","Cook with Jamie","Jamie Oliver","cookbook",NA,2.93,1,2006,"eng",2025-11-01 09:00:00,1
"iTunes Store","The Philosophy of the Moral Feelings","John Abercrombie","philosophy",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Roast figs, sugar snow","Diana Henry","cookbook",NA,4.03,1,2005,"eng",2025-11-01 09:00:00,1
"iTunes Store","Like Mother, Like Daughter: An Erotic Adventure - Part 1 - The Deal","Peter Pokher & Lisa Lewd","adventure",0,4.48,8,NA,NA,2025-11-01 09:00:00,1
"Open Library","Ghost","Jason Reynolds","sports",NA,4.18,12,2016,"eng",2025-11-01 09:00:00,1
"iTunes Store","Schaum's Outline of Mathematical Methods for Business, Economics and Finance, Second Edition","Luis Moises Pena-Levano","business finance",21.09,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","Change your brain, change your life","Daniel G. Amen","self_help",NA,3.74,5,1998,"eng",2025-11-01 09:00:00,1
"Open Library","Notre Dame de Paris","Victor Hugo","history",NA,4.1,44,1831,"eng",2025-11-01 09:00:00,1
"Open Library","King Henry V","William Shakespeare","biography",NA,3.7,14,1600,"slv",2025-11-01 09:00:00,1
"Open Library","The Masque of the Red Death","Edgar Allan Poe","horror",NA,4.01,19,1922,"eng",2025-11-01 09:00:00,1
"Google Books","Ulysses","James Joyce","Comics & Graphic Novels",NA,NA,NA,1992,"en",2025-11-01 09:00:00,1
"Google Books","The Ultimate Guide to Weight Training for Badminton","Rob Price","Badminton (Game)",NA,NA,NA,2003,"en",2025-11-01 09:00:00,1
"iTunes Store","Beat Depression with Self-Help Techniques","Andrew Vass","self help",8.61,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Monster of Monsters: First Delivery Of The First Day- Fantasy, Science Fiction, & Horror Flash Fiction #3","Kristie Lynn Higgins","horror fiction",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Pennsylvania Dutch Cooking","Unknown","cooking",0,3.98,74,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Travel Light","Naomi Mitchison","travel",10.13,3.97,15,NA,NA,2025-11-01 09:00:00,1
"Google Books","Sport in Latin American Society","J. A. Mangan, Lamartine Pereira da Costa","Social Science",NA,NA,NA,2002,"en",2025-11-01 09:00:00,1
"Open Library","Alice's Adventures in Wonderland / Through the Looking Glass","Lewis Carroll","travel",NA,3.9,100,1889,"rus",2025-11-01 09:00:00,1
"iTunes Store","A House Among the Trees","Julia Glass","childrens fiction",10.69,3.96,43,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Bhagvad-Gita: Treatise of Self-help","BS Murthy","self help",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Open Library","À rebours","Joris-Karl Huysmans","romance",NA,4.47,10,1884,"ger",2025-11-01 09:00:00,1
"Open Library","The Lion, the Witch and the Wardrobe","C. S. Lewis","science_fiction",NA,4.24,121,1950,"ukr",2025-11-01 09:00:00,1
"Open Library","Letters to a young poet","Rainer Maria Rilke","poetry",NA,4.35,27,1656,"ger",2025-11-01 09:00:00,1
"Open Library","Back Spin","Harlan Coben","sports",NA,3,6,1997,"heb",2025-11-01 09:00:00,1
"iTunes Store","Golf: 21 Tips and Tricks To Enhance Your Game of Golf And Play Like The Pros","Kevin Anderson","sports outdoors",0,3.4,178,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","PEOPLE True Crime Unsolved Mysteries","People Magazine","true crime",9.57,NA,NA,NA,NA,2025-11-01 09:00:00,1
"Google Books","The Popular Science Monthly",NA,"Science",NA,NA,NA,1891,"en",2025-11-01 09:00:00,1
"Google Books","65 Great Tales of the Supernatural","Mary Danby","Ghost stories",NA,NA,NA,1979,"en",2025-11-01 09:00:00,1
"iTunes Store","Pickleball Is Life","Erin McHugh","sports outdoors",8.15,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","The Psychology Of Alcoholism","William E. Swegan & Glenn F. Chesnut","psychology",4.13,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Crete Travel Guide","Lonely Planet","travel",14.41,NA,NA,NA,NA,2025-11-01 09:00:00,1
"iTunes Store","Amazing: Science Fiction, Fantasy, & Horror Flash Fiction #3","Kristie Lynn Higgins","science fiction",0,NA,NA,NA,NA,2025-11-01 09:00:00,1
